id,count,x,y,vul_resource
492,1,129.775,35.62693,0
493,0,129.785,35.62693,0
494,1,129.795,35.62693,0
495,1,129.805,35.62693,0
496,1,129.815,35.62693,0
497,1,129.825,35.62693,0
498,0,129.835,35.62693,0
499,0,129.845,35.62693,0
500,1,129.855,35.62693,0
501,1,129.865,35.62693,0
502,0,129.875,35.62693,0
503,1,129.885,35.62693,0
504,1,129.895,35.62693,0
505,0,129.905,35.62693,0
506,1,129.915,35.62693,0
507,1,129.925,35.62693,0
508,1,129.935,35.62693,0
509,1,129.945,35.62693,0
510,1,129.955,35.62693,0
16965,13,128.755,34.77693,0
16966,16,128.765,34.77693,0
16967,18,128.775,34.77693,0
16968,14,128.785,34.77693,0
16969,11,128.795,34.77693,0
16970,11,128.805,34.77693,0
16971,9,128.815,34.77693,0
16972,11,128.825,34.77693,0
16973,13,128.835,34.77693,0
16974,14,128.845,34.77693,0
16975,14,128.855,34.77693,0
16976,19,128.865,34.77693,0
16977,21,128.875,34.77693,0
16978,22,128.885,34.77693,0
16979,19,128.895,34.77693,0
16980,19,128.905,34.77693,0
16981,20,128.915,34.77693,0
16982,24,128.925,34.77693,0
16983,26,128.935,34.77693,0
16984,25,128.945,34.77693,0
16985,19,128.955,34.77693,0
16986,20,128.965,34.77693,0
16987,22,128.975,34.77693,0
16988,16,128.985,34.77693,0
16989,15,128.995,34.77693,0
16990,14,129.005,34.77693,0
16991,11,129.015,34.77693,0
16992,7,129.025,34.77693,0
16993,9,129.035,34.77693,0
16994,8,129.045,34.77693,0
16995,5,129.055,34.77693,0
16996,5,129.065,34.77693,0
16997,5,129.075,34.77693,0
16998,5,129.085,34.77693,0
16999,4,129.095,34.77693,0
17000,6,129.105,34.77693,0
17001,9,129.115,34.77693,0
17002,8,129.125,34.77693,0
17003,5,129.135,34.77693,0
17004,5,129.145,34.77693,0
17005,3,129.155,34.77693,0
17006,4,129.165,34.77693,0
17007,4,129.175,34.77693,0
17008,5,129.185,34.77693,0
654,0,129.445,35.61693,0
655,0,129.455,35.61693,0
656,1,129.465,35.61693,0
657,2,129.475,35.61693,0
658,2,129.485,35.61693,0
659,3,129.495,35.61693,0
660,6,129.505,35.61693,0
661,16,129.515,35.61693,0
662,16,129.525,35.61693,0
663,20,129.535,35.61693,0
664,18,129.545,35.61693,0
665,19,129.555,35.61693,0
666,15,129.565,35.61693,0
667,10,129.575,35.61693,0
668,12,129.585,35.61693,0
669,13,129.595,35.61693,0
670,9,129.605,35.61693,0
671,3,129.615,35.61693,0
672,6,129.625,35.61693,0
673,3,129.635,35.61693,0
674,5,129.645,35.61693,0
675,2,129.655,35.61693,0
676,3,129.665,35.61693,0
677,3,129.675,35.61693,0
678,3,129.685,35.61693,0
679,3,129.695,35.61693,0
680,2,129.705,35.61693,0
681,0,129.715,35.61693,0
682,2,129.725,35.61693,0
683,3,129.735,35.61693,0
684,2,129.745,35.61693,0
685,0,129.755,35.61693,0
686,1,129.765,35.61693,0
687,2,129.775,35.61693,0
688,1,129.785,35.61693,0
689,0,129.795,35.61693,0
690,1,129.805,35.61693,0
691,0,129.815,35.61693,0
692,1,129.825,35.61693,0
693,0,129.835,35.61693,0
694,0,129.845,35.61693,0
695,1,129.855,35.61693,0
696,1,129.865,35.61693,0
697,1,129.875,35.61693,0
698,0,129.885,35.61693,0
699,1,129.895,35.61693,0
700,1,129.905,35.61693,0
701,0,129.915,35.61693,0
702,1,129.925,35.61693,0
703,2,129.935,35.61693,0
704,1,129.945,35.61693,0
705,1,129.955,35.61693,0
17160,16,128.755,34.76693,0
17161,17,128.765,34.76693,0
17162,11,128.775,34.76693,0
17163,10,128.785,34.76693,0
17164,8,128.795,34.76693,0
17165,8,128.805,34.76693,0
17166,11,128.815,34.76693,0
17167,11,128.825,34.76693,0
17168,13,128.835,34.76693,0
17169,13,128.845,34.76693,0
17170,16,128.855,34.76693,0
17171,18,128.865,34.76693,0
17172,17,128.875,34.76693,0
17173,21,128.885,34.76693,0
17174,19,128.895,34.76693,0
17175,18,128.905,34.76693,0
17176,24,128.915,34.76693,0
17177,24,128.925,34.76693,0
17178,23,128.935,34.76693,0
17179,25,128.945,34.76693,0
17180,22,128.955,34.76693,0
17181,20,128.965,34.76693,0
17182,16,128.975,34.76693,0
17183,10,128.985,34.76693,0
17184,11,128.995,34.76693,0
17185,13,129.005,34.76693,0
17186,8,129.015,34.76693,0
17187,8,129.025,34.76693,0
17188,7,129.035,34.76693,0
17189,5,129.045,34.76693,0
17190,6,129.055,34.76693,0
17191,5,129.065,34.76693,0
17192,4,129.075,34.76693,0
17193,3,129.085,34.76693,0
17194,2,129.095,34.76693,0
17195,3,129.105,34.76693,0
17196,6,129.115,34.76693,0
17197,8,129.125,34.76693,0
17198,6,129.135,34.76693,0
17199,8,129.145,34.76693,0
17200,6,129.155,34.76693,0
17201,8,129.165,34.76693,0
17202,3,129.175,34.76693,0
850,0,129.455,35.60693,0
851,2,129.465,35.60693,1
852,2,129.475,35.60693,0
853,1,129.485,35.60693,0
854,2,129.495,35.60693,0
855,8,129.505,35.60693,0
856,20,129.515,35.60693,0
857,15,129.525,35.60693,0
858,20,129.535,35.60693,0
859,20,129.545,35.60693,0
860,16,129.555,35.60693,0
861,15,129.565,35.60693,0
862,11,129.575,35.60693,0
863,12,129.585,35.60693,0
864,12,129.595,35.60693,0
865,7,129.605,35.60693,0
866,4,129.615,35.60693,0
867,4,129.625,35.60693,0
868,3,129.635,35.60693,0
869,4,129.645,35.60693,0
870,3,129.655,35.60693,0
871,3,129.665,35.60693,0
872,2,129.675,35.60693,0
873,2,129.685,35.60693,0
874,2,129.695,35.60693,0
875,2,129.705,35.60693,0
876,0,129.715,35.60693,0
877,1,129.725,35.60693,0
878,2,129.735,35.60693,0
879,2,129.745,35.60693,0
880,1,129.755,35.60693,0
881,1,129.765,35.60693,0
882,2,129.775,35.60693,0
883,1,129.785,35.60693,0
884,0,129.795,35.60693,0
885,1,129.805,35.60693,0
886,1,129.815,35.60693,0
887,1,129.825,35.60693,0
888,1,129.835,35.60693,0
889,0,129.845,35.60693,0
890,0,129.855,35.60693,0
891,1,129.865,35.60693,0
892,1,129.875,35.60693,0
893,1,129.885,35.60693,0
894,0,129.895,35.60693,0
895,1,129.905,35.60693,0
896,0,129.915,35.60693,0
897,2,129.925,35.60693,0
898,2,129.935,35.60693,0
899,2,129.945,35.60693,0
900,1,129.955,35.60693,0
17355,14,128.755,34.75693,0
17356,10,128.765,34.75693,0
17357,9,128.775,34.75693,0
17358,9,128.785,34.75693,0
17359,10,128.795,34.75693,0
17360,11,128.805,34.75693,0
17361,12,128.815,34.75693,0
17362,10,128.825,34.75693,0
17363,13,128.835,34.75693,0
17364,11,128.845,34.75693,0
17365,11,128.855,34.75693,0
17366,15,128.865,34.75693,0
17367,20,128.875,34.75693,0
17368,20,128.885,34.75693,0
17369,18,128.895,34.75693,0
17370,24,128.905,34.75693,0
17371,26,128.915,34.75693,0
17372,24,128.925,34.75693,0
17373,26,128.935,34.75693,0
17374,20,128.945,34.75693,0
17375,17,128.955,34.75693,0
17376,15,128.965,34.75693,0
17377,10,128.975,34.75693,0
17378,11,128.985,34.75693,0
17379,10,128.995,34.75693,0
17380,11,129.005,34.75693,0
17381,6,129.015,34.75693,0
17382,3,129.025,34.75693,0
17383,4,129.035,34.75693,0
17384,3,129.045,34.75693,0
17385,1,129.055,34.75693,0
17386,2,129.065,34.75693,0
17387,3,129.075,34.75693,0
17388,2,129.085,34.75693,0
17389,3,129.095,34.75693,0
17390,4,129.105,34.75693,0
17391,7,129.115,34.75693,0
17392,8,129.125,34.75693,0
17393,7,129.135,34.75693,0
17394,9,129.145,34.75693,0
17395,8,129.155,34.75693,0
17396,6,129.165,34.75693,0
1046,2,129.465,35.59693,1
1047,1,129.475,35.59693,1
1048,1,129.485,35.59693,0
1049,6,129.495,35.59693,0
1050,11,129.505,35.59693,0
1051,20,129.515,35.59693,0
1052,14,129.525,35.59693,0
1053,20,129.535,35.59693,0
1054,18,129.545,35.59693,0
1055,15,129.555,35.59693,0
1056,14,129.565,35.59693,0
1057,12,129.575,35.59693,0
1058,13,129.585,35.59693,0
1059,10,129.595,35.59693,0
1060,7,129.605,35.59693,0
1061,3,129.615,35.59693,0
1062,4,129.625,35.59693,0
1063,5,129.635,35.59693,0
1064,5,129.645,35.59693,0
1065,4,129.655,35.59693,0
1066,3,129.665,35.59693,0
1067,2,129.675,35.59693,0
1068,3,129.685,35.59693,0
1069,2,129.695,35.59693,0
1070,1,129.705,35.59693,0
1071,1,129.715,35.59693,0
1072,1,129.725,35.59693,0
1073,2,129.735,35.59693,0
1074,3,129.745,35.59693,0
1075,0,129.755,35.59693,0
1076,1,129.765,35.59693,0
1077,3,129.775,35.59693,0
1078,2,129.785,35.59693,0
1079,0,129.795,35.59693,0
1080,0,129.805,35.59693,0
1081,1,129.815,35.59693,0
1082,1,129.825,35.59693,0
1083,1,129.835,35.59693,0
1084,1,129.845,35.59693,0
1085,0,129.855,35.59693,0
1086,0,129.865,35.59693,0
1087,1,129.875,35.59693,0
1088,1,129.885,35.59693,0
1089,0,129.895,35.59693,0
1090,1,129.905,35.59693,0
1091,2,129.915,35.59693,0
1092,1,129.925,35.59693,0
1093,2,129.935,35.59693,0
1094,2,129.945,35.59693,0
1095,1,129.955,35.59693,0
17550,11,128.755,34.74693,0
17551,8,128.765,34.74693,0
17552,10,128.775,34.74693,0
17553,10,128.785,34.74693,0
17554,10,128.795,34.74693,0
17555,8,128.805,34.74693,0
17556,10,128.815,34.74693,0
17557,11,128.825,34.74693,0
17558,12,128.835,34.74693,0
17559,14,128.845,34.74693,0
17560,17,128.855,34.74693,0
17561,17,128.865,34.74693,0
17562,20,128.875,34.74693,0
17563,21,128.885,34.74693,0
17564,23,128.895,34.74693,0
17565,23,128.905,34.74693,0
17566,22,128.915,34.74693,0
17567,22,128.925,34.74693,0
17568,26,128.935,34.74693,0
17569,18,128.945,34.74693,0
17570,14,128.955,34.74693,0
17571,8,128.965,34.74693,0
17572,10,128.975,34.74693,0
17573,12,128.985,34.74693,0
17574,9,128.995,34.74693,0
17575,8,129.005,34.74693,0
17576,2,129.015,34.74693,0
17577,3,129.025,34.74693,0
17578,2,129.035,34.74693,0
17579,1,129.045,34.74693,0
17580,2,129.055,34.74693,0
17581,3,129.065,34.74693,0
17582,2,129.075,34.74693,0
17583,1,129.085,34.74693,0
17584,1,129.095,34.74693,0
17585,2,129.105,34.74693,0
17586,7,129.115,34.74693,0
17587,8,129.125,34.74693,0
17588,8,129.135,34.74693,0
17589,6,129.145,34.74693,0
17590,4,129.155,34.74693,0
1240,2,129.455,35.58693,0
1241,1,129.465,35.58693,0
1242,1,129.475,35.58693,1
1243,2,129.485,35.58693,0
1244,5,129.495,35.58693,0
1245,12,129.505,35.58693,0
1246,16,129.515,35.58693,0
1247,17,129.525,35.58693,0
1248,19,129.535,35.58693,0
1249,15,129.545,35.58693,0
1250,15,129.555,35.58693,0
1251,13,129.565,35.58693,0
1252,11,129.575,35.58693,0
1253,12,129.585,35.58693,0
1254,7,129.595,35.58693,0
1255,8,129.605,35.58693,0
1256,4,129.615,35.58693,0
1257,4,129.625,35.58693,0
1258,4,129.635,35.58693,0
1259,3,129.645,35.58693,0
1260,5,129.655,35.58693,0
1261,4,129.665,35.58693,0
1262,4,129.675,35.58693,0
1263,3,129.685,35.58693,0
1264,2,129.695,35.58693,0
1265,1,129.705,35.58693,0
1266,2,129.715,35.58693,0
1267,2,129.725,35.58693,0
1268,1,129.735,35.58693,0
1269,4,129.745,35.58693,0
1270,3,129.755,35.58693,0
1271,1,129.765,35.58693,0
1272,2,129.775,35.58693,0
1273,3,129.785,35.58693,0
1274,3,129.795,35.58693,0
1275,1,129.805,35.58693,0
1276,1,129.815,35.58693,0
1277,2,129.825,35.58693,0
1278,1,129.835,35.58693,0
1279,2,129.845,35.58693,0
1280,1,129.855,35.58693,0
1281,1,129.865,35.58693,0
1282,2,129.875,35.58693,0
1283,2,129.885,35.58693,0
1284,2,129.895,35.58693,0
1285,2,129.905,35.58693,0
1286,3,129.915,35.58693,0
1287,3,129.925,35.58693,0
1288,2,129.935,35.58693,0
1289,1,129.945,35.58693,0
1290,1,129.955,35.58693,0
17745,9,128.755,34.73693,0
17746,10,128.765,34.73693,0
17747,9,128.775,34.73693,0
17748,8,128.785,34.73693,0
17749,6,128.795,34.73693,0
17750,9,128.805,34.73693,0
17751,10,128.815,34.73693,0
17752,11,128.825,34.73693,0
17753,14,128.835,34.73693,0
17754,17,128.845,34.73693,0
17755,16,128.855,34.73693,0
17756,15,128.865,34.73693,0
17757,21,128.875,34.73693,0
17758,21,128.885,34.73693,0
17759,20,128.895,34.73693,0
17760,21,128.905,34.73693,0
17761,21,128.915,34.73693,0
17762,21,128.925,34.73693,0
17763,18,128.935,34.73693,0
17764,13,128.945,34.73693,0
17765,10,128.955,34.73693,0
17766,12,128.965,34.73693,0
17767,8,128.975,34.73693,0
17768,9,128.985,34.73693,0
17769,2,128.995,34.73693,0
17770,5,129.005,34.73693,0
17771,2,129.015,34.73693,0
17772,3,129.025,34.73693,0
17773,4,129.035,34.73693,0
17774,3,129.045,34.73693,0
17775,2,129.055,34.73693,0
17776,1,129.065,34.73693,0
17777,2,129.075,34.73693,0
17778,0,129.085,34.73693,0
17779,0,129.095,34.73693,0
17780,1,129.105,34.73693,0
17781,6,129.115,34.73693,0
17782,5,129.125,34.73693,0
17783,5,129.135,34.73693,0
17784,6,129.145,34.73693,0
17785,6,129.155,34.73693,0
1435,0,129.455,35.57693,1
1436,1,129.465,35.57693,1
1437,1,129.475,35.57693,1
1438,4,129.485,35.57693,0
1439,9,129.495,35.57693,0
1440,17,129.505,35.57693,0
1441,17,129.515,35.57693,0
1442,19,129.525,35.57693,0
1443,20,129.535,35.57693,0
1444,15,129.545,35.57693,0
1445,16,129.555,35.57693,0
1446,14,129.565,35.57693,0
1447,12,129.575,35.57693,0
1448,12,129.585,35.57693,0
1449,9,129.595,35.57693,0
1450,6,129.605,35.57693,0
1451,3,129.615,35.57693,0
1452,4,129.625,35.57693,0
1453,3,129.635,35.57693,0
1454,1,129.645,35.57693,0
1455,4,129.655,35.57693,0
1456,2,129.665,35.57693,0
1457,4,129.675,35.57693,0
1458,2,129.685,35.57693,0
1459,1,129.695,35.57693,0
1460,0,129.705,35.57693,0
1461,1,129.715,35.57693,0
1462,2,129.725,35.57693,0
1463,0,129.735,35.57693,0
1464,1,129.745,35.57693,0
1465,2,129.755,35.57693,0
1466,0,129.765,35.57693,0
1467,1,129.775,35.57693,0
1468,1,129.785,35.57693,0
1469,2,129.795,35.57693,0
1470,0,129.805,35.57693,0
1471,0,129.815,35.57693,0
1472,1,129.825,35.57693,0
1473,1,129.835,35.57693,0
1474,1,129.845,35.57693,0
1475,1,129.855,35.57693,0
1476,0,129.865,35.57693,0
1477,0,129.875,35.57693,0
1478,1,129.885,35.57693,0
1479,2,129.895,35.57693,0
1480,1,129.905,35.57693,0
1481,1,129.915,35.57693,0
1482,3,129.925,35.57693,0
1483,1,129.935,35.57693,0
1484,1,129.945,35.57693,0
1485,1,129.955,35.57693,0
17940,9,128.755,34.72693,0
17941,9,128.765,34.72693,0
17942,8,128.775,34.72693,0
17943,9,128.785,34.72693,0
17944,8,128.795,34.72693,0
17945,9,128.805,34.72693,0
17946,13,128.815,34.72693,0
17947,15,128.825,34.72693,0
17948,16,128.835,34.72693,0
17949,16,128.845,34.72693,0
17950,17,128.855,34.72693,0
17951,19,128.865,34.72693,0
17952,19,128.875,34.72693,0
17953,21,128.885,34.72693,0
17954,21,128.895,34.72693,0
17955,20,128.905,34.72693,0
17956,19,128.915,34.72693,0
17957,16,128.925,34.72693,0
17958,13,128.935,34.72693,0
17959,10,128.945,34.72693,0
17960,11,128.955,34.72693,0
17961,7,128.965,34.72693,0
17962,6,128.975,34.72693,0
17963,7,128.985,34.72693,0
17964,5,128.995,34.72693,0
17965,4,129.005,34.72693,0
17966,5,129.015,34.72693,0
17967,2,129.025,34.72693,0
17968,2,129.035,34.72693,0
17969,1,129.045,34.72693,0
17970,0,129.055,34.72693,0
17971,2,129.065,34.72693,0
17972,2,129.075,34.72693,0
17973,2,129.085,34.72693,0
17974,2,129.095,34.72693,0
17975,2,129.105,34.72693,0
17976,5,129.115,34.72693,0
17977,3,129.125,34.72693,0
17978,2,129.135,34.72693,0
17979,3,129.145,34.72693,0
1630,1,129.455,35.56693,0
1631,1,129.465,35.56693,1
1632,0,129.475,35.56693,0
1633,5,129.485,35.56693,0
1634,11,129.495,35.56693,0
1635,16,129.505,35.56693,0
1636,16,129.515,35.56693,0
1637,16,129.525,35.56693,0
1638,22,129.535,35.56693,0
1639,15,129.545,35.56693,0
1640,15,129.555,35.56693,0
1641,13,129.565,35.56693,0
1642,10,129.575,35.56693,0
1643,10,129.585,35.56693,0
1644,8,129.595,35.56693,0
1645,2,129.605,35.56693,0
1646,3,129.615,35.56693,0
1647,4,129.625,35.56693,0
1648,2,129.635,35.56693,0
1649,1,129.645,35.56693,0
1650,4,129.655,35.56693,0
1651,6,129.665,35.56693,0
1652,4,129.675,35.56693,0
1653,3,129.685,35.56693,0
1654,1,129.695,35.56693,0
1655,0,129.705,35.56693,0
1656,1,129.715,35.56693,0
1657,2,129.725,35.56693,0
1658,1,129.735,35.56693,0
1659,1,129.745,35.56693,0
1660,3,129.755,35.56693,0
1661,2,129.765,35.56693,0
1662,1,129.775,35.56693,0
1663,2,129.785,35.56693,0
1664,2,129.795,35.56693,0
1665,1,129.805,35.56693,0
1666,0,129.815,35.56693,0
1667,0,129.825,35.56693,0
1668,1,129.835,35.56693,0
1669,0,129.845,35.56693,0
1670,1,129.855,35.56693,0
1671,0,129.865,35.56693,0
1672,1,129.875,35.56693,0
1673,2,129.885,35.56693,0
1674,2,129.895,35.56693,0
1675,3,129.905,35.56693,0
1676,2,129.915,35.56693,0
1677,2,129.925,35.56693,0
1678,1,129.935,35.56693,0
1679,0,129.945,35.56693,0
1680,1,129.955,35.56693,0
18135,9,128.755,34.71693,0
18136,10,128.765,34.71693,0
18137,10,128.775,34.71693,0
18138,9,128.785,34.71693,0
18139,8,128.795,34.71693,0
18140,15,128.805,34.71693,0
18141,14,128.815,34.71693,0
18142,13,128.825,34.71693,0
18143,13,128.835,34.71693,0
18144,17,128.845,34.71693,0
18145,19,128.855,34.71693,0
18146,17,128.865,34.71693,0
18147,20,128.875,34.71693,0
18148,21,128.885,34.71693,0
18149,19,128.895,34.71693,0
18150,16,128.905,34.71693,0
18151,14,128.915,34.71693,0
18152,12,128.925,34.71693,0
18153,9,128.935,34.71693,0
18154,8,128.945,34.71693,0
18155,6,128.955,34.71693,0
18156,5,128.965,34.71693,0
18157,3,128.975,34.71693,0
18158,6,128.985,34.71693,0
18159,4,128.995,34.71693,0
18160,3,129.005,34.71693,0
18161,4,129.015,34.71693,0
18162,1,129.025,34.71693,0
18163,3,129.035,34.71693,0
18164,3,129.045,34.71693,0
18165,1,129.055,34.71693,0
18166,2,129.065,34.71693,0
18167,3,129.075,34.71693,0
18168,2,129.085,34.71693,0
18169,0,129.095,34.71693,0
18170,0,129.105,34.71693,0
18171,5,129.115,34.71693,0
18172,4,129.125,34.71693,0
18173,4,129.135,34.71693,0
18174,3,129.145,34.71693,0
1825,1,129.455,35.55693,0
1826,0,129.465,35.55693,0
1827,2,129.475,35.55693,0
1828,7,129.485,35.55693,0
1829,13,129.495,35.55693,0
1830,17,129.505,35.55693,0
1831,17,129.515,35.55693,0
1832,19,129.525,35.55693,0
1833,20,129.535,35.55693,0
1834,15,129.545,35.55693,0
1835,13,129.555,35.55693,0
1836,11,129.565,35.55693,0
1837,13,129.575,35.55693,0
1838,10,129.585,35.55693,0
1839,8,129.595,35.55693,0
1840,1,129.605,35.55693,0
1841,5,129.615,35.55693,0
1842,5,129.625,35.55693,0
1843,3,129.635,35.55693,0
1844,3,129.645,35.55693,0
1845,6,129.655,35.55693,0
1846,6,129.665,35.55693,0
1847,1,129.675,35.55693,0
1848,2,129.685,35.55693,0
1849,1,129.695,35.55693,0
1850,1,129.705,35.55693,0
1851,1,129.715,35.55693,0
1852,2,129.725,35.55693,0
1853,1,129.735,35.55693,0
1854,0,129.745,35.55693,0
1855,1,129.755,35.55693,0
1856,2,129.765,35.55693,0
1857,1,129.775,35.55693,0
1858,2,129.785,35.55693,0
1859,0,129.795,35.55693,0
1860,1,129.805,35.55693,0
1861,1,129.815,35.55693,0
1862,0,129.825,35.55693,0
