id,count,x,y,vul_resource
1863,1,129.835,35.55693,0
1864,1,129.845,35.55693,0
1865,2,129.855,35.55693,0
1866,2,129.865,35.55693,0
1867,1,129.875,35.55693,0
1868,2,129.885,35.55693,0
1869,3,129.895,35.55693,0
1870,3,129.905,35.55693,0
1871,1,129.915,35.55693,0
1872,0,129.925,35.55693,0
1873,1,129.935,35.55693,0
1874,0,129.945,35.55693,0
1875,0,129.955,35.55693,0
18330,8,128.755,34.70693,0
18331,11,128.765,34.70693,0
18332,9,128.775,34.70693,0
18333,11,128.785,34.70693,0
18334,16,128.795,34.70693,0
18335,14,128.805,34.70693,0
18336,12,128.815,34.70693,0
18337,16,128.825,34.70693,0
18338,14,128.835,34.70693,0
18339,19,128.845,34.70693,0
18340,18,128.855,34.70693,0
18341,18,128.865,34.70693,0
18342,20,128.875,34.70693,0
18343,20,128.885,34.70693,0
18344,17,128.895,34.70693,0
18345,12,128.905,34.70693,0
18346,14,128.915,34.70693,0
18347,9,128.925,34.70693,0
18348,7,128.935,34.70693,0
18349,5,128.945,34.70693,0
18350,4,128.955,34.70693,0
18351,4,128.965,34.70693,0
18352,2,128.975,34.70693,0
18353,1,128.985,34.70693,0
18354,3,128.995,34.70693,0
18355,2,129.005,34.70693,0
18356,6,129.015,34.70693,0
18357,4,129.025,34.70693,0
18358,3,129.035,34.70693,0
18359,3,129.045,34.70693,0
18360,1,129.055,34.70693,0
18361,2,129.065,34.70693,0
18362,3,129.075,34.70693,0
18363,1,129.085,34.70693,0
18364,1,129.095,34.70693,0
18365,1,129.105,34.70693,0
18366,5,129.115,34.70693,0
18367,3,129.125,34.70693,0
18368,3,129.135,34.70693,0
2020,1,129.455,35.54693,0
2021,1,129.465,35.54693,0
2022,3,129.475,35.54693,0
2023,8,129.485,35.54693,0
2024,14,129.495,35.54693,0
2025,18,129.505,35.54693,0
2026,15,129.515,35.54693,0
2027,22,129.525,35.54693,0
2028,19,129.535,35.54693,0
2029,16,129.545,35.54693,0
2030,11,129.555,35.54693,0
2031,12,129.565,35.54693,0
2032,12,129.575,35.54693,0
2033,11,129.585,35.54693,0
2034,7,129.595,35.54693,0
2035,3,129.605,35.54693,0
2036,5,129.615,35.54693,0
2037,2,129.625,35.54693,0
2038,1,129.635,35.54693,0
2039,4,129.645,35.54693,0
2040,5,129.655,35.54693,0
2041,2,129.665,35.54693,0
2042,1,129.675,35.54693,0
2043,3,129.685,35.54693,0
2044,2,129.695,35.54693,0
2045,1,129.705,35.54693,0
2046,2,129.715,35.54693,0
2047,2,129.725,35.54693,0
2048,0,129.735,35.54693,0
2049,0,129.745,35.54693,0
2050,1,129.755,35.54693,0
2051,1,129.765,35.54693,0
2052,2,129.775,35.54693,0
2053,2,129.785,35.54693,0
2054,0,129.795,35.54693,0
2055,1,129.805,35.54693,0
2056,1,129.815,35.54693,0
2057,1,129.825,35.54693,0
2058,1,129.835,35.54693,0
2059,2,129.845,35.54693,0
2060,1,129.855,35.54693,0
2061,3,129.865,35.54693,0
2062,3,129.875,35.54693,0
2063,2,129.885,35.54693,0
2064,3,129.895,35.54693,0
2065,2,129.905,35.54693,0
2066,1,129.915,35.54693,0
2067,0,129.925,35.54693,0
2068,1,129.935,35.54693,0
2069,1,129.945,35.54693,0
2070,1,129.955,35.54693,0
18525,11,128.755,34.69693,0
18526,9,128.765,34.69693,0
18527,12,128.775,34.69693,0
18528,14,128.785,34.69693,0
18529,13,128.795,34.69693,0
18530,11,128.805,34.69693,0
18531,14,128.815,34.69693,0
18532,17,128.825,34.69693,0
18533,18,128.835,34.69693,0
18534,19,128.845,34.69693,0
18535,18,128.855,34.69693,0
18536,18,128.865,34.69693,0
18537,16,128.875,34.69693,0
18538,18,128.885,34.69693,0
18539,14,128.895,34.69693,0
18540,10,128.905,34.69693,0
18541,8,128.915,34.69693,0
18542,7,128.925,34.69693,0
18543,4,128.935,34.69693,0
18544,3,128.945,34.69693,0
18545,1,128.955,34.69693,0
18546,2,128.965,34.69693,0
18547,3,128.975,34.69693,0
18548,2,128.985,34.69693,0
18549,4,128.995,34.69693,0
18550,3,129.005,34.69693,0
18551,4,129.015,34.69693,0
18552,1,129.025,34.69693,0
18553,2,129.035,34.69693,0
18554,4,129.045,34.69693,0
18555,3,129.055,34.69693,0
18556,3,129.065,34.69693,0
18557,2,129.075,34.69693,0
18558,0,129.085,34.69693,0
18559,0,129.095,34.69693,0
18560,1,129.105,34.69693,0
18561,4,129.115,34.69693,0
18562,4,129.125,34.69693,0
18563,4,129.135,34.69693,0
2215,1,129.455,35.53693,0
2216,2,129.465,35.53693,0
2217,5,129.475,35.53693,0
2218,13,129.485,35.53693,0
2219,18,129.495,35.53693,0
2220,15,129.505,35.53693,0
2221,20,129.515,35.53693,0
2222,24,129.525,35.53693,0
2223,17,129.535,35.53693,0
2224,16,129.545,35.53693,0
2225,11,129.555,35.53693,0
2226,11,129.565,35.53693,0
2227,12,129.575,35.53693,0
2228,9,129.585,35.53693,0
2229,5,129.595,35.53693,0
2230,3,129.605,35.53693,0
2231,3,129.615,35.53693,0
2232,4,129.625,35.53693,0
2233,2,129.635,35.53693,0
2234,4,129.645,35.53693,0
2235,2,129.655,35.53693,0
2236,2,129.665,35.53693,0
2237,2,129.675,35.53693,0
2238,4,129.685,35.53693,0
2239,2,129.695,35.53693,0
2240,1,129.705,35.53693,0
2241,2,129.715,35.53693,0
2242,0,129.725,35.53693,0
2243,0,129.735,35.53693,0
2244,0,129.745,35.53693,0
2245,1,129.755,35.53693,0
2246,0,129.765,35.53693,0
2247,2,129.775,35.53693,0
2248,2,129.785,35.53693,0
2249,2,129.795,35.53693,0
2250,0,129.805,35.53693,0
2251,2,129.815,35.53693,0
2252,2,129.825,35.53693,0
2253,1,129.835,35.53693,0
2254,2,129.845,35.53693,0
2255,3,129.855,35.53693,0
2256,2,129.865,35.53693,0
2257,3,129.875,35.53693,0
2258,2,129.885,35.53693,0
2259,0,129.895,35.53693,0
2260,1,129.905,35.53693,0
2261,1,129.915,35.53693,0
2262,1,129.925,35.53693,0
2263,0,129.935,35.53693,0
2264,2,129.945,35.53693,0
2265,2,129.955,35.53693,0
18720,9,128.755,34.68693,0
18721,11,128.765,34.68693,0
18722,13,128.775,34.68693,0
18723,13,128.785,34.68693,0
18724,15,128.795,34.68693,0
18725,14,128.805,34.68693,0
18726,14,128.815,34.68693,0
18727,18,128.825,34.68693,0
18728,17,128.835,34.68693,0
18729,19,128.845,34.68693,0
18730,18,128.855,34.68693,0
18731,16,128.865,34.68693,0
18732,13,128.875,34.68693,0
18733,13,128.885,34.68693,0
18734,10,128.895,34.68693,0
18735,8,128.905,34.68693,0
18736,5,128.915,34.68693,0
18737,5,128.925,34.68693,0
18738,5,128.935,34.68693,0
18739,3,128.945,34.68693,0
18740,2,128.955,34.68693,0
18741,3,128.965,34.68693,0
18742,2,128.975,34.68693,0
18743,0,128.985,34.68693,0
18744,4,128.995,34.68693,0
18745,2,129.005,34.68693,0
18746,4,129.015,34.68693,0
18747,3,129.025,34.68693,0
18748,2,129.035,34.68693,0
18749,1,129.045,34.68693,0
18750,0,129.055,34.68693,0
18751,2,129.065,34.68693,0
18752,2,129.075,34.68693,0
18753,1,129.085,34.68693,0
18754,1,129.095,34.68693,0
18755,1,129.105,34.68693,0
18756,5,129.115,34.68693,0
18757,5,129.125,34.68693,0
2408,1,129.435,35.52693,0
2409,2,129.445,35.52693,0
2410,3,129.455,35.52693,0
2411,2,129.465,35.52693,0
2412,8,129.475,35.52693,0
2413,15,129.485,35.52693,0
2414,19,129.495,35.52693,0
2415,15,129.505,35.52693,0
2416,23,129.515,35.52693,0
2417,22,129.525,35.52693,0
2418,14,129.535,35.52693,0
2419,15,129.545,35.52693,0
2420,10,129.555,35.52693,0
2421,11,129.565,35.52693,0
2422,13,129.575,35.52693,0
2423,7,129.585,35.52693,0
2424,3,129.595,35.52693,0
2425,2,129.605,35.52693,0
2426,3,129.615,35.52693,0
2427,5,129.625,35.52693,0
2428,5,129.635,35.52693,0
2429,4,129.645,35.52693,0
2430,1,129.655,35.52693,0
2431,2,129.665,35.52693,0
2432,2,129.675,35.52693,0
2433,4,129.685,35.52693,0
2434,3,129.695,35.52693,0
2435,1,129.705,35.52693,0
2436,1,129.715,35.52693,0
2437,0,129.725,35.52693,0
2438,0,129.735,35.52693,0
2439,0,129.745,35.52693,0
2440,1,129.755,35.52693,0
2441,1,129.765,35.52693,0
2442,1,129.775,35.52693,0
2443,1,129.785,35.52693,0
2444,3,129.795,35.52693,0
2445,1,129.805,35.52693,0
2446,1,129.815,35.52693,0
2447,2,129.825,35.52693,0
2448,3,129.835,35.52693,0
2449,2,129.845,35.52693,0
2450,3,129.855,35.52693,0
2451,3,129.865,35.52693,0
2452,3,129.875,35.52693,0
2453,1,129.885,35.52693,0
2454,0,129.895,35.52693,0
2455,1,129.905,35.52693,0
2456,1,129.915,35.52693,0
2457,1,129.925,35.52693,0
2458,1,129.935,35.52693,0
2459,1,129.945,35.52693,0
2460,1,129.955,35.52693,0
18915,11,128.755,34.67693,0
18916,14,128.765,34.67693,0
18917,9,128.775,34.67693,0
18918,12,128.785,34.67693,0
18919,14,128.795,34.67693,0
18920,14,128.805,34.67693,0
18921,16,128.815,34.67693,0
18922,19,128.825,34.67693,0
18923,18,128.835,34.67693,0
18924,16,128.845,34.67693,0
18925,14,128.855,34.67693,0
18926,11,128.865,34.67693,0
18927,9,128.875,34.67693,0
18928,11,128.885,34.67693,0
18929,8,128.895,34.67693,0
18930,3,128.905,34.67693,0
18931,5,128.915,34.67693,0
18932,4,128.925,34.67693,0
18933,5,128.935,34.67693,0
18934,3,128.945,34.67693,0
18935,2,128.955,34.67693,0
18936,3,128.965,34.67693,0
18937,3,128.975,34.67693,0
18938,3,128.985,34.67693,0
18939,4,128.995,34.67693,0
18940,2,129.005,34.67693,0
18941,1,129.015,34.67693,0
18942,2,129.025,34.67693,0
18943,0,129.035,34.67693,0
18944,1,129.045,34.67693,0
18945,0,129.055,34.67693,0
18946,2,129.065,34.67693,0
18947,2,129.075,34.67693,0
18948,1,129.085,34.67693,0
18949,2,129.095,34.67693,0
18950,2,129.105,34.67693,0
18951,4,129.115,34.67693,0
2603,2,129.435,35.51693,0
2604,3,129.445,35.51693,0
2605,4,129.455,35.51693,0
2606,5,129.465,35.51693,0
2607,15,129.475,35.51693,0
2608,18,129.485,35.51693,0
2609,18,129.495,35.51693,0
2610,17,129.505,35.51693,0
2611,23,129.515,35.51693,0
2612,18,129.525,35.51693,0
2613,15,129.535,35.51693,0
2614,16,129.545,35.51693,0
2615,11,129.555,35.51693,0
2616,14,129.565,35.51693,0
2617,11,129.575,35.51693,0
2618,5,129.585,35.51693,0
2619,3,129.595,35.51693,0
2620,2,129.605,35.51693,0
2621,7,129.615,35.51693,0
2622,6,129.625,35.51693,0
2623,4,129.635,35.51693,0
2624,2,129.645,35.51693,0
2625,1,129.655,35.51693,0
2626,2,129.665,35.51693,0
2627,2,129.675,35.51693,0
2628,3,129.685,35.51693,0
2629,3,129.695,35.51693,0
2630,1,129.705,35.51693,0
2631,1,129.715,35.51693,0
2632,0,129.725,35.51693,0
2633,0,129.735,35.51693,0
2634,0,129.745,35.51693,0
2635,0,129.755,35.51693,0
2636,1,129.765,35.51693,0
2637,2,129.775,35.51693,0
2638,1,129.785,35.51693,0
2639,3,129.795,35.51693,0
2640,1,129.805,35.51693,0
2641,2,129.815,35.51693,0
2642,3,129.825,35.51693,0
2643,3,129.835,35.51693,0
2644,3,129.845,35.51693,0
2645,2,129.855,35.51693,0
2646,2,129.865,35.51693,0
2647,0,129.875,35.51693,0
2648,1,129.885,35.51693,0
2649,0,129.895,35.51693,0
2650,0,129.905,35.51693,0
2651,2,129.915,35.51693,0
2652,2,129.925,35.51693,0
2653,2,129.935,35.51693,0
2654,1,129.945,35.51693,0
19110,15,128.755,34.66693,0
19111,10,128.765,34.66693,0
19112,11,128.775,34.66693,0
19113,15,128.785,34.66693,0
19114,16,128.795,34.66693,0
19115,17,128.805,34.66693,0
19116,17,128.815,34.66693,0
19117,15,128.825,34.66693,0
19118,13,128.835,34.66693,0
19119,13,128.845,34.66693,0
19120,10,128.855,34.66693,0
19121,9,128.865,34.66693,0
19122,7,128.875,34.66693,0
19123,7,128.885,34.66693,0
19124,3,128.895,34.66693,0
19125,5,128.905,34.66693,0
19126,5,128.915,34.66693,0
19127,4,128.925,34.66693,0
19128,3,128.935,34.66693,0
19129,4,128.945,34.66693,0
19130,5,128.955,34.66693,0
19131,3,128.965,34.66693,0
19132,2,128.975,34.66693,0
19133,2,128.985,34.66693,0
19134,2,128.995,34.66693,0
19135,1,129.005,34.66693,0
19136,0,129.015,34.66693,0
19137,3,129.025,34.66693,0
19138,1,129.035,34.66693,0
19139,2,129.045,34.66693,0
19140,1,129.055,34.66693,0
19141,2,129.065,34.66693,0
19142,1,129.075,34.66693,0
19143,1,129.085,34.66693,0
19144,0,129.095,34.66693,0
19145,0,129.105,34.66693,0
19146,3,129.115,34.66693,0
2791,7,129.365,35.50693,0
2798,1,129.435,35.50693,0
2799,2,129.445,35.50693,0
2800,2,129.455,35.50693,0
2801,10,129.465,35.50693,0
2802,17,129.475,35.50693,0
2803,17,129.485,35.50693,0
2804,19,129.495,35.50693,0
2805,22,129.505,35.50693,0
2806,24,129.515,35.50693,0
2807,15,129.525,35.50693,0
2808,17,129.535,35.50693,0
2809,13,129.545,35.50693,0
2810,13,129.555,35.50693,0
2811,15,129.565,35.50693,0
2812,8,129.575,35.50693,0
2813,5,129.585,35.50693,0
2814,3,129.595,35.50693,0
2815,4,129.605,35.50693,0
2816,6,129.615,35.50693,0
2817,2,129.625,35.50693,0
2818,5,129.635,35.50693,0
2819,3,129.645,35.50693,0
2820,1,129.655,35.50693,0
2821,2,129.665,35.50693,0
2822,3,129.675,35.50693,0
2823,3,129.685,35.50693,0
2824,1,129.695,35.50693,0
2825,1,129.705,35.50693,0
2826,2,129.715,35.50693,0
2827,0,129.725,35.50693,0
2828,0,129.735,35.50693,0
2829,0,129.745,35.50693,0
2830,0,129.755,35.50693,0
2831,2,129.765,35.50693,0
2832,2,129.775,35.50693,0
2833,0,129.785,35.50693,0
2834,4,129.795,35.50693,0
2835,3,129.805,35.50693,0
2836,2,129.815,35.50693,0
2837,2,129.825,35.50693,0
2838,3,129.835,35.50693,0
2839,3,129.845,35.50693,0
2840,2,129.855,35.50693,0
2841,1,129.865,35.50693,0
2842,1,129.875,35.50693,0
2843,1,129.885,35.50693,0
2844,1,129.895,35.50693,0
2845,1,129.905,35.50693,0
2846,3,129.915,35.50693,0
2847,1,129.925,35.50693,0
2848,2,129.935,35.50693,0
2849,1,129.945,35.50693,0
19307,15,128.775,34.65693,0
19308,18,128.785,34.65693,0
19309,18,128.795,34.65693,0
19310,16,128.805,34.65693,0
19311,14,128.815,34.65693,0
19312,13,128.825,34.65693,0
19313,14,128.835,34.65693,0
19314,11,128.845,34.65693,0
19315,8,128.855,34.65693,0
19316,5,128.865,34.65693,0
19317,3,128.875,34.65693,0
19318,4,128.885,34.65693,0
19319,3,128.895,34.65693,0
19320,3,128.905,34.65693,0
19321,4,128.915,34.65693,0
19322,4,128.925,34.65693,0
19323,3,128.935,34.65693,0
19324,4,128.945,34.65693,0
19325,4,128.955,34.65693,0
19326,2,128.965,34.65693,0
19327,2,128.975,34.65693,0
19328,2,128.985,34.65693,0
19329,3,128.995,34.65693,0
19330,4,129.005,34.65693,0
19331,2,129.015,34.65693,0
19332,4,129.025,34.65693,0
19333,1,129.035,34.65693,0
19334,2,129.045,34.65693,0
19335,1,129.055,34.65693,0
19336,2,129.065,34.65693,0
19337,2,129.075,34.65693,0
19338,1,129.085,34.65693,0
19339,0,129.095,34.65693,0
19340,0,129.105,34.65693,0
2986,20,129.365,35.49693,0
2987,21,129.375,35.49693,0
2988,21,129.385,35.49693,0
2989,31,129.395,35.49693,0
2990,13,129.405,35.49693,0
2993,2,129.435,35.49693,1
2994,1,129.445,35.49693,0
2995,6,129.455,35.49693,0
2996,16,129.465,35.49693,0
2997,16,129.475,35.49693,0
2998,20,129.485,35.49693,0
2999,18,129.495,35.49693,0
3000,21,129.505,35.49693,0
3001,20,129.515,35.49693,0
3002,15,129.525,35.49693,0
3003,16,129.535,35.49693,0
3004,14,129.545,35.49693,0
3005,13,129.555,35.49693,0
3006,13,129.565,35.49693,0
3007,5,129.575,35.49693,0
3008,5,129.585,35.49693,0
3009,4,129.595,35.49693,0
3010,4,129.605,35.49693,0
3011,4,129.615,35.49693,0
3012,5,129.625,35.49693,0
3013,6,129.635,35.49693,0
3014,3,129.645,35.49693,0
3015,1,129.655,35.49693,0
3016,3,129.665,35.49693,0
3017,1,129.675,35.49693,0
3018,3,129.685,35.49693,0
3019,2,129.695,35.49693,0
3020,0,129.705,35.49693,0
3021,2,129.715,35.49693,0
3022,0,129.725,35.49693,0
3023,0,129.735,35.49693,0
3024,1,129.745,35.49693,0
3025,1,129.755,35.49693,0
3026,1,129.765,35.49693,0
3027,2,129.775,35.49693,0
3028,2,129.785,35.49693,0
3029,4,129.795,35.49693,0
3030,3,129.805,35.49693,0
3031,3,129.815,35.49693,0
3032,2,129.825,35.49693,0
3033,2,129.835,35.49693,0
3034,2,129.845,35.49693,0
3035,1,129.855,35.49693,0
3036,0,129.865,35.49693,0
3037,2,129.875,35.49693,0
3038,1,129.885,35.49693,0
3039,3,129.895,35.49693,0
3040,2,129.905,35.49693,0
3041,2,129.915,35.49693,0
3042,2,129.925,35.49693,0
3043,2,129.935,35.49693,0
3044,2,129.945,35.49693,0
19505,10,128.805,34.64693,0
19506,12,128.815,34.64693,0
19507,14,128.825,34.64693,0
19508,9,128.835,34.64693,0
19509,6,128.845,34.64693,0
19510,7,128.855,34.64693,0
19511,4,128.865,34.64693,0
19512,3,128.875,34.64693,0
19513,2,128.885,34.64693,0
19514,3,128.895,34.64693,0
19515,3,128.905,34.64693,0
19516,4,128.915,34.64693,0
19517,2,128.925,34.64693,0
19518,2,128.935,34.64693,0
19519,4,128.945,34.64693,0
19520,3,128.955,34.64693,0
19521,4,128.965,34.64693,0
19522,4,128.975,34.64693,0
19523,3,128.985,34.64693,0
19524,1,128.995,34.64693,0
19525,3,129.005,34.64693,0
19526,2,129.015,34.64693,0
19527,3,129.025,34.64693,0
19528,1,129.035,34.64693,0
19529,2,129.045,34.64693,0
19530,2,129.055,34.64693,0
19531,2,129.065,34.64693,0
19532,3,129.075,34.64693,0
19533,3,129.085,34.64693,0
19534,2,129.095,34.64693,0
19535,2,129.105,34.64693,0
3178,0,129.335,35.48693,0
3183,20,129.385,35.48693,0
3184,32,129.395,35.48693,0
3185,20,129.405,35.48693,0
3187,3,129.425,35.48693,0
3188,2,129.435,35.48693,0
3189,5,129.445,35.48693,1
3190,16,129.455,35.48693,0
3191,19,129.465,35.48693,0
3192,18,129.475,35.48693,0
3193,15,129.485,35.48693,0
3194,17,129.495,35.48693,0
3195,20,129.505,35.48693,0
3196,22,129.515,35.48693,0
3197,14,129.525,35.48693,0
3198,14,129.535,35.48693,0
3199,15,129.545,35.48693,0
3200,14,129.555,35.48693,0
3201,10,129.565,35.48693,0
3202,4,129.575,35.48693,0
3203,5,129.585,35.48693,0
3204,5,129.595,35.48693,0
3205,7,129.605,35.48693,0
3206,6,129.615,35.48693,0
3207,4,129.625,35.48693,0
3208,1,129.635,35.48693,0
3209,3,129.645,35.48693,0
3210,3,129.655,35.48693,0
3211,2,129.665,35.48693,0
3212,0,129.675,35.48693,0
3213,1,129.685,35.48693,0
3214,2,129.695,35.48693,0
3215,0,129.705,35.48693,0
3216,2,129.715,35.48693,0
3217,2,129.725,35.48693,0
3218,1,129.735,35.48693,0
3219,1,129.745,35.48693,0
3220,1,129.755,35.48693,0
3221,2,129.765,35.48693,0
3222,3,129.775,35.48693,0
3223,2,129.785,35.48693,0
3224,2,129.795,35.48693,0
3225,3,129.805,35.48693,0
3226,3,129.815,35.48693,0
3227,1,129.825,35.48693,0
3228,2,129.835,35.48693,0
3229,2,129.845,35.48693,0
3230,2,129.855,35.48693,0
3231,2,129.865,35.48693,0
3232,2,129.875,35.48693,0
3233,2,129.885,35.48693,0
3234,2,129.895,35.48693,0
3235,2,129.905,35.48693,0
3236,1,129.915,35.48693,0
3237,2,129.925,35.48693,0
3238,0,129.935,35.48693,0
3239,1,129.945,35.48693,0
19704,7,128.845,34.63693,0
19705,5,128.855,34.63693,0
19706,2,128.865,34.63693,0
19707,2,128.875,34.63693,0
19708,2,128.885,34.63693,0
19709,3,128.895,34.63693,0
19710,2,128.905,34.63693,0
19711,3,128.915,34.63693,0
19712,2,128.925,34.63693,0
19713,1,128.935,34.63693,0
19714,1,128.945,34.63693,0
19715,1,128.955,34.63693,0
19716,1,128.965,34.63693,0
19717,2,128.975,34.63693,0
19718,3,128.985,34.63693,0
19719,2,128.995,34.63693,0
19720,2,129.005,34.63693,0
19721,2,129.015,34.63693,0
19722,2,129.025,34.63693,0
19723,1,129.035,34.63693,0
19724,1,129.045,34.63693,0
19725,2,129.055,34.63693,0
19726,0,129.065,34.63693,0
19727,1,129.075,34.63693,0
19728,1,129.085,34.63693,0
19729,0,129.095,34.63693,0
3373,1,129.335,35.47693,0
3374,12,129.345,35.47693,0
3377,10,129.375,35.47693,0
3378,17,129.385,35.47693,0
3379,31,129.395,35.47693,0
3380,23,129.405,35.47693,0
3381,6,129.415,35.47693,1
3382,2,129.425,35.47693,1
3383,11,129.435,35.47693,0
3384,13,129.445,35.47693,0
3385,22,129.455,35.47693,0
3386,19,129.465,35.47693,0
3387,17,129.475,35.47693,0
3388,15,129.485,35.47693,0
3389,16,129.495,35.47693,0
3390,19,129.505,35.47693,0
3391,14,129.515,35.47693,0
3392,15,129.525,35.47693,0
3393,16,129.535,35.47693,0
3394,17,129.545,35.47693,0
3395,15,129.555,35.47693,0
3396,11,129.565,35.47693,0
3397,4,129.575,35.47693,0
3398,7,129.585,35.47693,0
3399,6,129.595,35.47693,0
3400,8,129.605,35.47693,0
3401,4,129.615,35.47693,0
3402,2,129.625,35.47693,0
3403,3,129.635,35.47693,0
3404,4,129.645,35.47693,0
3405,3,129.655,35.47693,0
3406,2,129.665,35.47693,0
3407,0,129.675,35.47693,0
3408,2,129.685,35.47693,0
3409,4,129.695,35.47693,0
3410,2,129.705,35.47693,0
3411,3,129.715,35.47693,0
3412,2,129.725,35.47693,0
3413,2,129.735,35.47693,0
3414,1,129.745,35.47693,0
3415,2,129.755,35.47693,0
3416,2,129.765,35.47693,0
3417,3,129.775,35.47693,0
3418,2,129.785,35.47693,0
3419,2,129.795,35.47693,0
3420,3,129.805,35.47693,0
3421,3,129.815,35.47693,0
3422,3,129.825,35.47693,0
3423,1,129.835,35.47693,0
3424,0,129.845,35.47693,0
3425,1,129.855,35.47693,0
3426,2,129.865,35.47693,0
3427,3,129.875,35.47693,0
3428,3,129.885,35.47693,0
3429,1,129.895,35.47693,0
3430,2,129.905,35.47693,0
3431,1,129.915,35.47693,0
3432,1,129.925,35.47693,0
3433,0,129.935,35.47693,0
3434,3,129.945,35.47693,0
19905,1,128.905,34.62693,0
19906,1,128.915,34.62693,0
19907,2,128.925,34.62693,0
19908,1,128.935,34.62693,0
19909,1,128.945,34.62693,0
19910,2,128.955,34.62693,0
19911,1,128.965,34.62693,0
19912,1,128.975,34.62693,0
19913,2,128.985,34.62693,0
19914,2,128.995,34.62693,0
19915,1,129.005,34.62693,0
19916,2,129.015,34.62693,0
19917,2,129.025,34.62693,0
19918,3,129.035,34.62693,0
19919,1,129.045,34.62693,0
3569,11,129.345,35.46693,0
3570,8,129.355,35.46693,0
3571,8,129.365,35.46693,0
3572,13,129.375,35.46693,0
3573,17,129.385,35.46693,0
3574,32,129.395,35.46693,0
3575,28,129.405,35.46693,0
3576,19,129.415,35.46693,0
3577,20,129.425,35.46693,0
3578,18,129.435,35.46693,0
3579,21,129.445,35.46693,0
3580,16,129.455,35.46693,0
3581,13,129.465,35.46693,0
3582,13,129.475,35.46693,0
3583,14,129.485,35.46693,0
3584,17,129.495,35.46693,0
3585,20,129.505,35.46693,0
3586,12,129.515,35.46693,0
3587,17,129.525,35.46693,0
3588,17,129.535,35.46693,0
3589,18,129.545,35.46693,0
3590,16,129.555,35.46693,0
3591,9,129.565,35.46693,0
3592,9,129.575,35.46693,0
3593,6,129.585,35.46693,0
3594,5,129.595,35.46693,0
3595,5,129.605,35.46693,0
3596,3,129.615,35.46693,0
3597,3,129.625,35.46693,0
3598,4,129.635,35.46693,0
3599,3,129.645,35.46693,0
3600,2,129.655,35.46693,0
3601,3,129.665,35.46693,0
3602,2,129.675,35.46693,0
3603,3,129.685,35.46693,0
3604,6,129.695,35.46693,0
3605,3,129.705,35.46693,0
3606,3,129.715,35.46693,0
3607,2,129.725,35.46693,0
3608,3,129.735,35.46693,0
3609,3,129.745,35.46693,0
3610,3,129.755,35.46693,0
3611,4,129.765,35.46693,0
3612,4,129.775,35.46693,0
3613,3,129.785,35.46693,0
3614,2,129.795,35.46693,0
3615,2,129.805,35.46693,0
3616,2,129.815,35.46693,0
3617,1,129.825,35.46693,0
3618,1,129.835,35.46693,0
3619,0,129.845,35.46693,0
3620,1,129.855,35.46693,0
3621,2,129.865,35.46693,0
3622,3,129.875,35.46693,0
3623,2,129.885,35.46693,0
3624,2,129.895,35.46693,0
3625,2,129.905,35.46693,0
3626,2,129.915,35.46693,0
3627,2,129.925,35.46693,0
3628,2,129.935,35.46693,0
3764,11,129.345,35.45693,0
3765,25,129.355,35.45693,0
3766,43,129.365,35.45693,0
3767,17,129.375,35.45693,0
3768,23,129.385,35.45693,0
3769,33,129.395,35.45693,0
3770,33,129.405,35.45693,0
3771,19,129.415,35.45693,0
3772,17,129.425,35.45693,0
3773,13,129.435,35.45693,0
3774,13,129.445,35.45693,0
3775,10,129.455,35.45693,0
3776,14,129.465,35.45693,0
3777,11,129.475,35.45693,0
3778,15,129.485,35.45693,0
3779,19,129.495,35.45693,0
3780,17,129.505,35.45693,0
3781,16,129.515,35.45693,0
3782,17,129.525,35.45693,0
3783,17,129.535,35.45693,0
3784,15,129.545,35.45693,0
3785,14,129.555,35.45693,0
3786,6,129.565,35.45693,0
3787,11,129.575,35.45693,0
3788,4,129.585,35.45693,0
3789,6,129.595,35.45693,0
3790,3,129.605,35.45693,0
3791,4,129.615,35.45693,0
3792,5,129.625,35.45693,0
3793,4,129.635,35.45693,0
3794,3,129.645,35.45693,0
3795,2,129.655,35.45693,0
3796,4,129.665,35.45693,0
3797,3,129.675,35.45693,0
3798,3,129.685,35.45693,0
3799,5,129.695,35.45693,0
3800,2,129.705,35.45693,0
3801,2,129.715,35.45693,0
3802,1,129.725,35.45693,0
3803,2,129.735,35.45693,0
3804,5,129.745,35.45693,0
3805,3,129.755,35.45693,0
3806,3,129.765,35.45693,0
3807,2,129.775,35.45693,0
3808,1,129.785,35.45693,0
3809,1,129.795,35.45693,0
3810,1,129.805,35.45693,0
3811,2,129.815,35.45693,0
3812,2,129.825,35.45693,0
3813,2,129.835,35.45693,0
3814,1,129.845,35.45693,0
3815,2,129.855,35.45693,0
3816,3,129.865,35.45693,0
3817,2,129.875,35.45693,0
3818,2,129.885,35.45693,0
3819,2,129.895,35.45693,0
3820,1,129.905,35.45693,0
3821,1,129.915,35.45693,0
3822,1,129.925,35.45693,0
3823,1,129.935,35.45693,0
3959,8,129.345,35.44693,0
3960,20,129.355,35.44693,0
3961,47,129.365,35.44693,0
3962,49,129.375,35.44693,0
3963,48,129.385,35.44693,0
3964,55,129.395,35.44693,0
3965,59,129.405,35.44693,0
3966,27,129.415,35.44693,0
3967,14,129.425,35.44693,0
3968,16,129.435,35.44693,0
3969,16,129.445,35.44693,0
